"","X","song_name","artist_name","danceability","energy","key","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","id","duration_ms","time_signature","week","ranking","sample"
"1977",1977,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","Nardo Wick",0.739,0.74,5,-5.86,0.333,0.0045,0,0.161,0.488,75.575,"4yNoUQkYf1QF8iYlEzNynH",279853,4,"11/18/2021",77,1
"1978",1978,"Grow Together","Greensky Bluegrass",0.471,0.538,4,-11.978,0.0285,0.223,0.461,0.111,0.45,122.104,"7idNyQ5OqevE4Z1d7I2YSH",420124,4,"11/18/2021",78,1
"1980",1980,"Until I Come Home","Two Feet",0.6,0.781,2,-5.245,0.035,0.0697,0.00472,0.0747,0.601,77.992,"0ZWfWytIwA7UwvB8oCNndU",195837,4,"11/18/2021",80,1
"1981",1981,"Already Dead","Juice WRLD",0.74,0.501,1,-6.339,0.0592,0.019,0,0.114,0.119,83.5,"7qM1BWAsZMTYh4BcYLb0uQ",231011,4,"11/18/2021",81,1
"1982",1982,"Life Of The Party (with André 3000)","Kanye West",0.502,0.714,2,-6.668,0.257,0.138,0,0.97,0.305,79.136,"2yBb1CRq98SSWRuDSn36SZ",391656,4,"11/18/2021",82,1
"1984",1984,"Take My Name","Parmalee",0.559,0.66,7,-4.143,0.0512,0.222,0,0.193,0.574,163.957,"2afB4eV1KWBqLqFqME6PTh",157907,4,"11/18/2021",84,1
"1985",1985,"Megan's Piano","Megan Thee Stallion",0.953,0.621,11,-7.565,0.154,0.00799,4.87e-06,0.307,0.378,132.063,"4HyVMzg0sUQsdOxRvSO8Ka",113430,4,"11/18/2021",85,1
"1986",1986,"God's Country","State of Mine",0.418,0.888,5,-3.594,0.0481,0.0033,0,0.0957,0.23,139.951,"0nnsBvdSmaGfphj44qiFRl",210857,4,"11/18/2021",86,1
"1987",1987,"Smokin Out The Window","Bruno Mars",0.627,0.618,2,-8.529,0.0437,0.0558,0,0.351,0.848,82.03,"7sMBvZCSUl99bJLXZaLa0b",197443,4,"11/18/2021",87,1
"1988",1988,"Never Look Back - 717 Tapes","Warren Zeiders",0.517,0.551,11,-6.493,0.034,0.712,2.76e-05,0.139,0.463,160.25,"6FCQRQE8a8rK7vr3QooIny",171298,4,"11/18/2021",88,1
"1989",1989,"Está Dañada","Ivan Cornejo",0.405,0.565,1,-9.266,0.0372,0.38,0.0195,0.107,0.166,159.892,"6G2xXQRSZlEzYsUEb3uvuR",214149,3,"11/18/2021",89,1
"1991",1991,"Bubbly (with Drake & Travis Scott)","Young Thug",0.91,0.585,11,-7.572,0.257,0.0536,0,0.127,0.599,129.011,"4KDNRh9Oor80z3XIxdWlui",165067,4,"11/18/2021",91,1
"1992",1992,"I Deserve (w/ NOS.)","Smino",0.763,0.484,7,-7.482,0.141,0.0721,0,0.245,0.6,145.058,"4SqPtAd2irUOyLoLcOFtkl",162859,4,"11/18/2021",92,1
"1994",1994,"Lucky For Me","Eli Young Band",0.496,0.82,7,-6.068,0.0388,0.00586,2.81e-05,0.375,0.587,84.954,"6PGVkE5hXWlAUK7uNZun4M",195243,4,"11/18/2021",94,1
"1995",1995,"Vámonos a Marte","Los Pescadores Del Rio Conchos",0.75,0.728,0,-4.281,0.0334,0.529,0,0.268,0.792,107.949,"6938ta8fOtvfFr54WCAy2C",191852,5,"11/18/2021",95,1
"1996",1996,"New Truck","Dylan Scott",0.529,0.755,1,-5.864,0.125,0.222,0,0.0986,0.528,96.86,"4MDYIbU6I29Gjiu7JATTIJ",174360,4,"11/18/2021",96,1
"1997",1997,"Fire Dance","Mersiv",0.487,0.925,11,-3.755,0.306,0.00604,1.05e-06,0.414,0.5,140.149,"3IICGfnISboAKaSudbZqPk",158036,4,"11/18/2021",97,1
"1998",1998,"Thinking 'Bout You (feat. MacKenzie Porter)","Dustin Lynch",0.403,0.711,8,-4.189,0.0569,0.137,0,0.109,0.801,203.803,"7DhvNzyMM8jJWcfykG3psB",170560,4,"11/18/2021",98,1
"1999",1999,"WISS","Mike Dimes",0.695,0.75,2,-5.96,0.149,0.0234,0,0.103,0.26,115.045,"2GDdasGKNUvjF0qZwzNrPv",159130,4,"11/18/2021",99,1
"2000",2000,"Hot (feat. Moneybagg Yo)","Meek Mill",0.773,0.623,2,-5.267,0.196,0.00194,0,0.133,0.13,153.1,"5qyZ6LcHvBiIHLaoED8K4g",150527,4,"11/18/2021",100,1
"2001",2001,"i hope ur miserable until ur dead - Zeds Dead Remix","Nessa Barrett",0.493,0.834,2,-7.062,0.136,0.0053,0.000125,0.428,0.24,140.003,"6Ld4LUwUqWcMOwX6ka7mv5",202282,4,"11/11/2021",1,1
"2002",2002,"Don't Stop","Marvel Years",0.636,0.741,5,-7.143,0.0339,0.00504,0.855,0.091,0.12,100.098,"1TjNz09eAqwvm6W0GHEGhL",228150,4,"11/11/2021",2,1
"2003",2003,"Trinity","Ganja White Night",0.641,0.795,2,-4.596,0.0414,0.0265,0.00662,0.0844,0.0546,140.056,"0gre3MB3irVxLuYOrCODcn",353281,4,"11/11/2021",3,1
"2007",2007,"Best Is Yet To Come (with Kyle Reynolds) - if found Remix","Gryffin",0.736,0.908,1,-2.43,0.0714,0.00283,4.22e-05,0.0634,0.469,130,"3FswGTqajf3v3Ve74J5F4e",214154,4,"11/11/2021",7,1
"2008",2008,"Ease Your Mind","GRiZ",0.693,0.76,11,-4.298,0.0849,0.000338,0.0889,0.0864,0.715,97.975,"0uwXneXFLt47MlgvoQDouq",284082,4,"11/11/2021",8,1
"2009",2009,"Know It All","Billy Strings",0.576,0.762,0,-6.518,0.0317,0.419,0.000205,0.317,0.716,126.848,"687SHqnUp3yGfGiuwgE2WG",205440,4,"11/11/2021",9,1
"2011",2011,"Mariscos","Tipper",0.708,0.701,10,-6.735,0.0426,0.063,0.897,0.134,0.357,143.988,"386nyrRYmqrl9UVFgtTpdJ",202106,4,"11/11/2021",11,1
"2013",2013,"Hemma - Chet Porter Remix","Kasbo",0.415,0.535,5,-8.087,0.0323,0.0269,0.899,0.106,0.123,159.933,"7JGTYQ9JY06kSdejxJv6ke",295500,4,"11/11/2021",13,1
"2014",2014,"Losin Control, Pt. 2","Russ",0.844,0.382,1,-15.238,0.067,0.433,0.0122,0.109,0.0397,96.974,"4zwW37dGxyzT2VYK5gpbVU",238299,4,"11/11/2021",14,1
"2015",2015,"Grow Together","Greensky Bluegrass",0.471,0.538,4,-11.978,0.0285,0.223,0.461,0.111,0.45,122.104,"7idNyQ5OqevE4Z1d7I2YSH",420124,4,"11/11/2021",15,1
"2016",2016,"Small Town Small","Jason Aldean",0.584,0.896,8,-4.62,0.048,0.029,0,0.281,0.774,131.983,"4elrkCs79TuxOR7lPvVZr5",173667,4,"11/11/2021",16,1
"2019",2019,"I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault)","Taylor Swift",0.391,0.715,0,-4.516,0.0495,0.167,0,0.183,0.473,149.654,"4CkgMiMqZ5JzW9iYXSTMTL",285107,3,"11/11/2021",19,1
"2020",2020,"Never Surrender (feat. Sarah de Warren)","Adventure Club",0.402,0.708,0,-4.03,0.0445,0.0216,0,0.1,0.254,149.805,"5jTmGRML5e3IlhWB2x0F7W",246000,4,"11/11/2021",20,1
"2023",2023,"Deeper Well","Dirtwire",0.673,0.701,7,-4.357,0.035,0.288,0.0249,0.115,0.621,76.028,"0hAnedWjp1nrPXn4yyqp4u",284211,4,"11/11/2021",23,1
"2024",2024,"Flamingo Pink","Aesop Rock",0.502,0.868,1,-5.102,0.315,0.0508,2.85e-05,0.613,0.574,76.079,"5ojy8PjctzGQ2BINI7gKqO",235333,4,"11/11/2021",24,1
"2025",2025,"Halo","Manic Focus",0.785,0.553,2,-7.241,0.0763,0.0492,6.55e-05,0.133,0.395,130.039,"1vz6moV9iknEFzt9nGCMc5",196463,4,"11/11/2021",25,1
"2026",2026,"Slow Down Summer","Thomas Rhett",0.464,0.755,4,-5.707,0.0354,0.00838,0,0.0989,0.449,155.973,"1fff5nZGyRJtFLkOrSSwOU",216764,4,"11/11/2021",26,1
"2028",2028,"Awaken (Feel Alive)","Big Wild",0.401,0.492,2,-6.489,0.0328,0.192,0,0.379,0.174,140.012,"1p6AQlMFpnH4hmhrSfoQ3k",180205,3,"11/11/2021",28,1
"2029",2029,"Raw Thoughts V","Chris Webby",0.716,0.64,11,-8.836,0.375,0.139,0,0.141,0.694,89.031,"4THfzZ0QqkmOe2luqP83AG",444140,4,"11/11/2021",29,1
"2030",2030,"Fire Dance","Mersiv",0.487,0.925,11,-3.755,0.306,0.00604,1.05e-06,0.414,0.5,140.149,"3IICGfnISboAKaSudbZqPk",158036,4,"11/11/2021",30,1
"2032",2032,"Miracle Mile","Houndmouth",0.775,0.564,6,-9.41,0.0435,0.123,0.00151,0.11,0.267,142.036,"2uL6H4ShIUYyu7FL0fRvsg",188240,4,"11/11/2021",32,1
"2033",2033,"BRIGHTSIDE","The Lumineers",0.549,0.715,10,-7.01,0.0356,0.359,0,0.101,0.555,134.074,"2mdkcujPED7xhV2MTtjYnD",229773,4,"11/11/2021",33,1
"2034",2034,"Diablo","Mac Miller",0.595,0.617,1,-4.238,0.31,0.0395,4.06e-06,0.619,0.464,159.83,"3BDpkLMkgrtrM3HckrVIXr",198107,4,"11/11/2021",34,1
"2036",2036,"I Deserve (w/ NOS.)","Smino",0.763,0.484,7,-7.482,0.141,0.0721,0,0.245,0.6,145.058,"4SqPtAd2irUOyLoLcOFtkl",162859,4,"11/11/2021",36,1
"2037",2037,"Ugliest","$uicideboy$",0.752,0.55,5,-7.166,0.362,0.172,0.0148,0.14,0.405,174.073,"2Q9nA56DKKJhj4cHMbHlAS",178131,4,"11/11/2021",37,1
"2038",2038,"Bed I Made","Allen Stone",0.603,0.41,4,-8.111,0.0367,0.89,0,0.0953,0.555,78.646,"1wdDPuoYhNk5Zr9XYgURww",180708,4,"11/11/2021",38,1
"2039",2039,"Record Player (with AJR)","Daisy the Great",0.665,0.684,11,-7.049,0.106,0.247,0,0.0636,0.927,73.986,"4jYt1pQqg2mIZmY4FWCZEM",149538,4,"11/11/2021",39,1
"2040",2040,"Peace","Grieves",0.712,0.569,5,-6.623,0.292,0.427,0,0.111,0.749,88.06,"3PnIlPXdoXAOHZZjdYl4Ll",220125,4,"11/11/2021",40,1
"2042",2042,"Outlawz (feat. Jazmine Sullivan & 21 Savage)","Rick Ross",0.381,0.75,6,-4.051,0.306,0.066,0,0.349,0.56,149.147,"6rdKv5xmdOs3zsg6mpBK53",289826,4,"11/11/2021",42,1
"2043",2043,"If I Was a Cowboy","Miranda Lambert",0.575,0.644,6,-5.68,0.0309,0.271,0,0.131,0.626,80.07,"6F7UOC6fPWOkPqybOWBHSv",195013,4,"11/11/2021",43,1
"2044",2044,"Draped Up (feat. Future)","Berner",0.714,0.519,1,-4.468,0.331,0.216,0,0.0706,0.197,156.078,"72jQ6aDHhHrQ2lXs3vRdde",243173,4,"11/11/2021",44,1
"2046",2046,"Strangers","DROELOE",0.913,0.498,10,-7.019,0.123,0.689,0.761,0.123,0.508,120.987,"23y8qcp5cyHHBHMmKkuaqp",197541,4,"11/11/2021",46,1
"2047",2047,"ROOF","DaBaby",0.892,0.577,2,-4.299,0.341,0.0121,0,0.243,0.64,145.935,"1zwvbkUqTozLnmIECvBfgs",94521,4,"11/11/2021",47,1
"2048",2048,"A Drug From God","Chris Lake",0.714,0.883,9,-4.43,0.0625,0.00819,0.843,0.231,0.819,126.016,"4skbQNtyjy8A7mo8oqe2oD",192455,4,"11/11/2021",48,1
"2050",2050,"Big Energy","Latto",0.935,0.807,11,-3.838,0.114,0.0514,0,0.349,0.813,106.017,"6Zu3aw7FfjAF9WA0fA81Oq",173182,4,"11/11/2021",50,1
"2051",2051,"POTIONS","LSDREAM",0.753,0.708,2,-5.668,0.0346,0.00108,0.0392,0.195,0.0668,129.991,"1LCFPiP7R6toCsO3AYAWBj",254835,4,"11/11/2021",51,1
"2052",2052,"Charmander","Aminé",0.708,0.552,10,-7.101,0.0714,0.542,0.00377,0.175,0.596,87.195,"4Aocy7YAyOYf5YHj18Vfj3",131884,4,"11/11/2021",52,1
"2053",2053,"Alaska","Pinegrove",0.498,0.702,8,-6.741,0.0273,0.00744,7.17e-05,0.112,0.404,104.969,"3jfYDfrnp0dseGWZfa3jqt",125830,4,"11/11/2021",53,1
"2054",2054,"These Days","Jamestown Revival",0.543,0.404,2,-8.718,0.0276,0.297,0.0865,0.688,0.287,105.004,"6WKW6jexIUeS87FAu6i9em",241573,3,"11/11/2021",54,1
"2055",2055,"breadwinner","Kacey Musgraves",0.866,0.508,8,-8.591,0.058,0.769,8.35e-06,0.11,0.476,117.951,"2stbjvpFujerfDUuUUPX7o",200840,4,"11/11/2021",55,1
"2057",2057,"My Space Robes - Comic Mix","The Polish Ambassador",0.704,0.554,11,-8.724,0.0313,0.0254,0.82,0.128,0.7,98.016,"4k2CLGQsJC95MSSk7UKz06",215510,4,"11/11/2021",57,1
"2060",2060,"777","Bruno Mars",0.836,0.622,1,-11.003,0.0946,0.00269,0.000566,0.335,0.892,102.015,"4zm8xZiV5FxJu62EHEvZaT",165001,4,"11/11/2021",60,1
"2061",2061,"Hide (Amtrac Remix)","Washed Out",0.703,0.651,0,-11.293,0.0476,0.0784,0.432,0.0947,0.176,115.008,"7IzWkimg02mjvqVVDXHQES",320918,4,"11/11/2021",61,1
"2063",2063,"Dear God (feat. Kevin Gates)","FL Dusa",0.673,0.748,7,-6.1,0.365,0.255,0,0.236,0.716,139.667,"1oPdIqXhjswpTnA5PPQs0K",181714,4,"11/11/2021",63,1
"2064",2064,"Bad Man (Smooth Criminal)","Polo G",0.882,0.662,0,-6.382,0.242,0.0124,0,0.106,0.57,120.034,"6RfhBNU1FPWTG7VESlfgOl",106000,4,"11/11/2021",64,1
"2066",2066,"Returning To You (feat. Alison May) - Grandfather Machine Remix","Seven Lions",0.354,0.34,3,-10.417,0.0301,0.285,0.592,0.111,0.0397,110.06,"42JTM5q24OH6iWwNkBDBo0",329782,4,"11/11/2021",66,1
"2067",2067,"Beers On Me","Dierks Bentley",0.59,0.846,4,-4.251,0.0396,0.182,0,0.53,0.733,146.028,"19ZzEzb4BVK1wVO4brrmZz",174681,4,"11/11/2021",67,1
"2068",2068,"Already Dead","Juice WRLD",0.74,0.501,1,-6.339,0.0592,0.019,0,0.114,0.119,83.5,"7qM1BWAsZMTYh4BcYLb0uQ",231011,4,"11/11/2021",68,1
"2069",2069,"23","Sam Hunt",0.641,0.78,3,-5.138,0.0852,0.0206,0,0.143,0.693,98.004,"4PuAqZlL1tkidkuxfDlLbF",179720,4,"11/11/2021",69,1
"2072",2072,"Wishful Drinking (with Sam Hunt)","Ingrid Andress",0.678,0.528,10,-7.317,0.0551,0.289,0,0.0734,0.614,79.018,"3HGnIIdHYIbkowzLk8UHbE",194545,4,"11/11/2021",72,1
"2073",2073,"Feathers for Bakersfield","Fruit Bats",0.594,0.289,8,-10.239,0.0273,0.917,2.37e-05,0.0829,0.198,95.859,"744QNpp9XVmDrLZbPNRk7N",213445,4,"11/11/2021",73,1
"2074",2074,"Fancy Like","Walker Hayes",0.649,0.76,1,-6.487,0.0574,0.114,0,0.317,0.843,80.018,"0lnpnsrVaW9elGgRxpDCgE",161853,4,"11/11/2021",74,1
"2075",2075,"Your Heart","Joyner Lucas",0.861,0.637,6,-7.701,0.133,0.392,0,0.0929,0.754,87.006,"2DTpP3caqX3QdJIEoS83mD",198621,4,"11/11/2021",75,1
"2076",2076,"Buy Dirt","Jordan Davis",0.586,0.559,4,-6.725,0.05,0.639,0,0.0872,0.437,177.945,"69AIpwGNLxr4qS1X5ynx60",167480,4,"11/11/2021",76,1
"2078",2078,"let you","iann dior",0.593,0.848,7,-5.059,0.0888,0.241,0,0.139,0.7,170.202,"5OJmt1xiOHZJGx8wTUAjEC",151725,4,"11/11/2021",78,1
"2079",2079,"Ambition For Cash","Key Glock",0.841,0.732,7,-5.186,0.19,0.0115,2.18e-05,0.136,0.576,149.012,"4mIHgQ3ofK2RK34UdbqMbe",143480,4,"11/11/2021",79,1
"2080",2080,"Los Mire Con Talento","Fuerza Regida",0.54,0.549,2,-6.612,0.293,0.394,0,0.103,0.628,184.414,"1trAoZKkvVjuuQpUzTI6KV",163000,3,"11/11/2021",80,1
"2081",2081,"Lion Eyes","Lil Durk",0.535,0.809,1,-4.648,0.553,0.209,0,0.115,0.179,79.942,"6MZoicv1j68tNiSJyKwNrB",112941,4,"11/11/2021",81,1
"2082",2082,"Dear Weed Man (Ganja White Night Remix)","BOOGIE T.RIO",0.659,0.573,4,-4.062,0.0531,0.0192,1.14e-05,0.36,0.276,74.989,"43BRwG74tV4j00ioP9Lx99",260624,4,"11/11/2021",82,1
"2083",2083,"family ties (with Kendrick Lamar)","Baby Keem",0.711,0.611,1,-5.453,0.33,0.00588,0,0.23,0.144,134.093,"3QFInJAm9eyaho5vBzxInN",252262,4,"11/11/2021",83,1
"2084",2084,"Knife Talk (with 21 Savage ft. Project Pat)","Drake",0.849,0.424,5,-9.579,0.324,0.0635,0,0.0834,0.153,145.887,"2BcMwX1MPV6ZHP4tUT9uq6",242966,4,"11/11/2021",84,1
"2085",2085,"Balloons","Tom MacDonald",0.571,0.675,9,-6.206,0.345,0.214,0,0.0996,0.274,78.41,"4goHexDavjhuF5UHAn7TxU",299613,4,"11/11/2021",85,1
"2086",2086,"Calling All Angels (with Quinn XCII)","Chelsea Cutler",0.893,0.391,7,-9.046,0.0512,0.234,0,0.138,0.358,91.035,"18ogPzQRSl9oUcYUS35g7D",184947,4,"11/11/2021",86,1
"2087",2087,"No Prayers","Zeds Dead",0.602,0.806,8,-4.449,0.0551,0.228,0,0.0757,0.525,87.523,"3kSmxbyA1Qu6Ldb6TI0Fkh",306564,4,"11/11/2021",87,1
"2088",2088,"SUB ZERO","Just A Gent",0.795,0.902,11,-5.85,0.101,0.0479,0.662,0.271,0.15,130.023,"72VyFG8WRK6CeV3ToXccOm",194050,4,"11/11/2021",88,1
"2092",2092,"Encinitas","Goth Babe",0.76,0.577,7,-4.981,0.0908,0.0292,0.00352,0.445,0.553,116.02,"4tO2Ol08xzay6zcfhDKpuN",171724,4,"11/11/2021",92,1
"2093",2093,"Hold On For Dear Life","Adam Melchor",0.494,0.791,7,-4.067,0.0373,0.0182,0,0.265,0.367,123.997,"2qQvRQWSdIzyFK0Uvxh3V1",227118,4,"11/11/2021",93,1
"2094",2094,"I Don't Wanna Leave","RÜFÜS DU SOL",0.528,0.608,2,-7.071,0.0283,0.0364,0.0194,0.112,0.0946,144.973,"0mWXMQ8hrrAJfxN7LG2Wsk",269480,4,"11/11/2021",94,1
"2095",2095,"OH WELL","Christian French",0.689,0.698,7,-4.594,0.131,0.249,0,0.293,0.645,167.922,"2sfYIKz3J8eZkBdTh25KyK",174914,4,"11/11/2021",95,1
"2096",2096,"RIDING","Aries",0.777,0.702,4,-6.374,0.041,0.0308,0,0.0804,0.569,121.016,"4JnX8tY9me7jHqDwgifhwU",145868,4,"11/11/2021",96,1
"2098",2098,"WISS","Mike Dimes",0.695,0.75,2,-5.96,0.149,0.0234,0,0.103,0.26,115.045,"2GDdasGKNUvjF0qZwzNrPv",159130,4,"11/11/2021",98,1
"2099",2099,"Big Subwoofer (feat. Snoop Dogg, Ice Cube, E-40 & Too $hort ) - Single Version","MOUNT WESTMORE",0.92,0.549,11,-5.912,0.257,0.0262,3.1e-06,0.196,0.709,90.004,"5GPm7PsMQwceQvfYlGXcCt",241587,4,"11/11/2021",99,1
"2100",2100,"GodLovesUgly - Remix","Atmosphere",0.679,0.861,9,-5.189,0.214,0.307,0.723,0.103,0.536,94.985,"76xfSfbw0byLqMHykJyPru",184421,4,"11/11/2021",100,1
"2101",2101,"Grow Together","Greensky Bluegrass",0.471,0.538,4,-11.978,0.0285,0.223,0.461,0.111,0.45,122.104,"7idNyQ5OqevE4Z1d7I2YSH",420124,4,"11/4/2021",1,1
"2102",2102,"Face Down In The Moment","Nathaniel Rateliff & The Night Sweats",0.52,0.591,6,-3.225,0.0301,0.353,0.00412,0.102,0.359,151.089,"5yTpyXVKcB20zOGXU1ffgf",279187,4,"11/4/2021",2,1
"2103",2103,"Strangers - Live at Red Rocks, 5/22/21","Mt. Joy",0.524,0.75,7,-6.738,0.0352,0.516,6.9e-06,0.692,0.2,102.016,"6gKJhpb1fNnwUHd4psq6Un",197333,4,"11/4/2021",3,1
"2104",2104,"Windhorse","Of The Trees",0.347,0.352,6,-10.401,0.1,0.296,0.839,0.139,0.207,75.306,"6tTDDMmEJpyA97VNYQjjeP",234244,3,"11/4/2021",4,1
"2106",2106,"Know It All","Billy Strings",0.576,0.762,0,-6.518,0.0317,0.419,0.000205,0.317,0.716,126.848,"687SHqnUp3yGfGiuwgE2WG",205440,4,"11/4/2021",6,1
"2107",2107,"My Space Robes - Comic Mix","The Polish Ambassador",0.704,0.554,11,-8.724,0.0313,0.0254,0.82,0.128,0.7,98.016,"4k2CLGQsJC95MSSk7UKz06",215510,4,"11/4/2021",7,1
"2108",2108,"Mariscos","Tipper",0.708,0.701,10,-6.735,0.0426,0.063,0.897,0.134,0.357,143.988,"386nyrRYmqrl9UVFgtTpdJ",202106,4,"11/4/2021",8,1
"2109",2109,"New Blood (with Boy Matthews) - Riot Ten Remix","Gryffin",0.562,0.779,9,-4.316,0.037,0.0104,0,0.187,0.261,145.013,"5xCR2Bdkd9FSuFdKaknVRM",208552,4,"11/4/2021",9,1
"2111",2111,"Slow Down Summer","Thomas Rhett",0.464,0.755,4,-5.707,0.0354,0.00838,0,0.0989,0.449,155.973,"1fff5nZGyRJtFLkOrSSwOU",216764,4,"11/4/2021",11,1
"2112",2112,"Miracle Mile","Houndmouth",0.775,0.564,6,-9.41,0.0435,0.123,0.00151,0.11,0.267,142.036,"2uL6H4ShIUYyu7FL0fRvsg",188240,4,"11/4/2021",12,1
"2113",2113,"Got Me Like","Big Gigantic",0.609,0.847,7,-3.984,0.0514,0.0203,0.0461,0.375,0.418,147.966,"4JPG8zY4MKIrchfyFGOEPU",171892,4,"11/4/2021",13,1
"2114",2114,"Awaken (Feel Alive)","Big Wild",0.401,0.492,2,-6.489,0.0328,0.192,0,0.379,0.174,140.012,"1p6AQlMFpnH4hmhrSfoQ3k",180205,3,"11/4/2021",14,1
"2115",2115,"Confusion - IDHS Remix","Minnesota",0.776,0.723,10,-7.696,0.0512,0.0167,0.444,0.393,0.401,140.056,"0oj6WezUYI3YfX1WRyYoz7",306268,4,"11/4/2021",15,1
"2116",2116,"2 MUCH (feat. Jasiah & KA$HDAMI)","Whethan",0.567,0.738,0,-7.194,0.0546,0.0905,0,0.479,0.678,159.941,"72Kc3s9sqNDruvVBYgRSVd",194136,4,"11/4/2021",16,1
"2117",2117,"tough","Nahko And Medicine For The People",0.429,0.53,6,-10.229,0.0325,0.595,0,0.128,0.176,83.944,"20UTqpT3Rryh8KeiuryZTI",247197,4,"11/4/2021",17,1
"2118",2118,"Fire Dance","Mersiv",0.487,0.925,11,-3.755,0.306,0.00604,1.05e-06,0.414,0.5,140.149,"3IICGfnISboAKaSudbZqPk",158036,4,"11/4/2021",18,1
"2119",2119,"Only Love - LP Giobbi Remix","Tycho",0.666,0.768,4,-7.249,0.0522,0.00789,0.817,0.0487,0.213,127.007,"5HPjAlKIchUN9BLtWwnUea",351501,4,"11/4/2021",19,1
"2120",2120,"Reviver","Lane 8",0.286,0.722,3,-9.855,0.0592,0.0359,0.852,0.0947,0.231,121.825,"0U6ZkhpD1HIOaOebrlpVS1",226341,4,"11/4/2021",20,1
"2123",2123,"This Is War","GAWNE",0.631,0.782,3,-5,0.166,0.24,0,0.104,0.6,84.329,"5qVKEdN4lQEiMCHwCp2pDK",218466,4,"11/4/2021",23,1
"2125",2125,"Ugliest","$uicideboy$",0.752,0.55,5,-7.166,0.362,0.172,0.0148,0.14,0.405,174.073,"2Q9nA56DKKJhj4cHMbHlAS",178131,4,"11/4/2021",25,1
"2126",2126,"Memory - GOLDHOUSE x Mokita Remix","Kane Brown",0.618,0.808,4,-8.209,0.0625,0.115,2.31e-06,0.129,0.49,100.037,"4XZ8YGsNIF4UqE324Mbgfg",177600,4,"11/4/2021",26,1
"2127",2127,"Get Better","alt-J",0.592,0.116,2,-19.498,0.047,0.873,0.00531,0.0639,0.466,106.086,"50C9mP5YA85Bly8BFSi1Rx",351293,4,"11/4/2021",27,1
"2128",2128,"She Likes It (feat. Jake Scott)","Russell Dickerson",0.79,0.325,4,-11.689,0.127,0.509,0,0.155,0.539,126.877,"6VVqPBFZIbcmv14zNfOc13",163311,4,"11/4/2021",28,1
"2130",2130,"Modern Man (feat. Madison Cunningham)","Bahamas",0.468,0.305,5,-11.004,0.0431,0.502,0.111,0.0942,0.269,100.252,"5wo8gxWeFb9YsZ719fALSL",184445,4,"11/4/2021",30,1
"2131",2131,"Record Player (with AJR)","Daisy the Great",0.665,0.684,11,-7.049,0.106,0.247,0,0.0636,0.927,73.986,"4jYt1pQqg2mIZmY4FWCZEM",149538,4,"11/4/2021",31,1
"2132",2132,"'Til You Can't","Cody Johnson",0.501,0.815,1,-4.865,0.0436,0.0513,0,0.106,0.46,160.087,"4k3lPl8YTKuY8c1HelVnm3",224213,4,"11/4/2021",32,1
"2133",2133,"Drive - Recorded at Electric Lady Studio","Bleachers",0.502,0.508,6,-10.232,0.0342,0.402,0.818,0.537,0.0616,83.909,"3OFAd3QrT4Ftb70SnqeHFO",201773,4,"11/4/2021",33,1
"2134",2134,"Narnia","Ganja White Night",0.741,0.721,1,-3.992,0.0516,0.0558,0.0134,0.0926,0.399,139.976,"6TtlXUQmYG6cbK1P6RRYuY",277981,4,"11/4/2021",34,1
"2135",2135,"Hollow","Emmit Fenn",0.68,0.606,11,-10.16,0.0372,0.408,0.953,0.0745,0.0379,115.004,"6P5yJhVBhB0nV27SXhwTZc",254609,4,"11/4/2021",35,1
"2136",2136,"We Can Reach The Stars","Blake Shelton",0.424,0.446,1,-6.063,0.0262,0.67,0.000308,0.0925,0.275,139.583,"140d02skaVY4ABiW6irXom",216827,4,"11/4/2021",36,1
"2137",2137,"justified","Kacey Musgraves",0.669,0.552,0,-7.98,0.0587,0.807,0.000874,0.321,0.488,100.102,"4wONXG4GqWSscEyZlx300W",180800,4,"11/4/2021",37,1
"2139",2139,"Laurie Rolled Me a J","John Craigie",0.547,0.47,1,-8.653,0.0739,0.0846,0.000466,0.0991,0.673,138.791,"2tvhVwzotuuzmRRvbUi6Rb",279065,4,"11/4/2021",39,1
"2140",2140,"Something Bout Me","Key Glock",0.893,0.537,1,-6.912,0.299,0.311,0,0.0877,0.381,130.048,"6SDAOIs8wLJvhEXcIMgm5f",163867,4,"11/4/2021",40,1
"2141",2141,"Hyperlandia - Vocal Mix","deadmau5",0.574,0.957,2,-5.749,0.063,0.0267,0.242,0.298,0.162,195.992,"4Vd53EHIw4lEfe7rqHSctN",349591,4,"11/4/2021",41,1
"2143",2143,"i hope ur miserable until ur dead - Jauz Remix","Nessa Barrett",0.682,0.56,2,-7.11,0.0414,0.0562,0,0.102,0.401,127.929,"3EthUkTHbAoZn5wxuoSfnL",181876,4,"11/4/2021",43,1
"2144",2144,"Doin' This","Luke Combs",0.593,0.552,1,-5.838,0.028,0.18,1.71e-05,0.11,0.39,115,"4GyD3o5hWoyCuYpdlzZlRL",254181,4,"11/4/2021",44,1
"2146",2146,"Big Energy","Latto",0.935,0.807,11,-3.838,0.114,0.0514,0,0.349,0.813,106.017,"6Zu3aw7FfjAF9WA0fA81Oq",173182,4,"11/4/2021",46,1
