"","song_name","artist_name","danceability","energy","key","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","id","duration_ms","time_signature","week"
"1798","Underneath My Skin","The Band CAMINO",0.58,0.943,9,-4.82,0.0419,0.0034,7.51e-05,0.224,0.662,104.025,"239RFmkTfBL2VmExbgkuBm",193408,4,2021-12-02
"1799","Sam","Sturgill Simpson",0.713,0.185,0,-11.256,0.0974,0.97,0,0.166,0.645,100.997,"1kKDVYavcoEH5N6R6ezM6T",72976,4,2021-12-02
"1800","Only Love","Tycho",0.817,0.41,0,-14.889,0.0595,0.0626,0.321,0.0857,0.336,123.989,"2ZwTxsb7hV27jVELUYHBoL",255773,4,2021-12-02
"1801","Griztronics II (Another Level)","GRiZ",0.579,0.978,0,0.352,0.211,0.0205,0.00829,0.326,0.58,145.054,"2il9NDpW87Hk2L9AjeDf8r",165517,4,2021-11-25
"1802","Shady Intentions (feat. Tori Levett)","NGHTMRE",0.592,0.738,10,-5.975,0.0367,0.0645,0.092,0.109,0.319,158.051,"7zN7l6yep9kPdBJeevfPvY",185316,4,2021-11-25
"1803","Know It All","Billy Strings",0.576,0.762,0,-6.518,0.0317,0.419,0.000205,0.317,0.716,126.848,"687SHqnUp3yGfGiuwgE2WG",205440,4,2021-11-25
"1804","Alone - Live at Red Rocks","Trampled by Turtles",0.285,0.726,0,-4.831,0.0329,0.098,0.123,0.749,0.162,135.128,"7uAbivUwot0JcdMoZeMpK5",278465,4,2021-11-25
"1805","Windhorse","Of The Trees",0.347,0.352,6,-10.401,0.1,0.296,0.839,0.139,0.207,75.306,"6tTDDMmEJpyA97VNYQjjeP",234244,3,2021-11-25
"1806","Spun","Rezz",0.719,0.983,6,-8.499,0.135,0.138,0.932,0.113,0.115,150.026,"3FDF0HkiB0wIGxq2nT03CO",166400,4,2021-11-25
"1807","i hope ur miserable until ur dead - Zeds Dead Remix","Nessa Barrett",0.493,0.834,2,-7.062,0.136,0.0053,0.000125,0.428,0.24,140.003,"6Ld4LUwUqWcMOwX6ka7mv5",202282,4,2021-11-25
"1808","Grateful","Kota the Friend",0.78,0.593,8,-8.226,0.37,0.397,0,0.0712,0.792,159.995,"2wmZFiWL7MKt2vQe6DPanz",241398,4,2021-11-25
"1809","Siendo Sincero","Los Del Limit",0.505,0.335,3,-10.027,0.0359,0.693,1.4e-05,0.117,0.645,165.431,"6HgiRuV6ITWQBGsJ1HDjz1",174000,3,2021-11-25
"1810","Ugliest","$uicideboy$",0.752,0.55,5,-7.166,0.362,0.172,0.0148,0.14,0.405,174.073,"2Q9nA56DKKJhj4cHMbHlAS",178131,4,2021-11-25
"1811","Never Say Never (with Lainey Wilson)","Cole Swindell",0.472,0.937,0,-4.028,0.0567,0.00717,0,0.11,0.454,140.073,"03kCiUPjdAV9ur9ugm8PQT",176147,4,2021-11-25
"1812","A.M. RADIO","The Lumineers",0.469,0.562,1,-6.402,0.0343,0.568,0.000135,0.123,0.483,138.197,"0szIXYe2JiSuNHLWkh5cAP",237320,4,2021-11-25
"1813","What Have You Done To Me?","Lane 8",0.453,0.474,1,-11.444,0.0385,0.0227,0.336,0.208,0.0658,126.982,"6Y1i876TjV3Gmf9eUIs8Fw",286187,4,2021-11-25
"1814","Doin' This","Luke Combs",0.593,0.552,1,-5.838,0.028,0.18,1.71e-05,0.11,0.39,115,"4GyD3o5hWoyCuYpdlzZlRL",254181,4,2021-11-25
"1815","Just A Dream","Kaivon",0.448,0.748,1,-2.567,0.0416,0.0328,0.00295,0.204,0.155,144.778,"0FpXOnJP3OtKU5zGKUtrdu",168828,4,2021-11-25
"1816","Dear God (feat. Kevin Gates)","FL Dusa",0.673,0.748,7,-6.1,0.365,0.255,0,0.236,0.716,139.667,"1oPdIqXhjswpTnA5PPQs0K",181714,4,2021-11-25
"1817","Slow Down Summer","Thomas Rhett",0.464,0.755,4,-5.707,0.0354,0.00838,0,0.0989,0.449,155.973,"1fff5nZGyRJtFLkOrSSwOU",216764,4,2021-11-25
"1818","Big Energy","Latto",0.935,0.807,11,-3.838,0.114,0.0514,0,0.349,0.813,106.017,"6Zu3aw7FfjAF9WA0fA81Oq",173182,4,2021-11-25
"1819","Face Down In The Moment","Nathaniel Rateliff & The Night Sweats",0.52,0.591,6,-3.225,0.0301,0.353,0.00412,0.102,0.359,151.089,"5yTpyXVKcB20zOGXU1ffgf",279187,4,2021-11-25
"1820","Diablo","Mac Miller",0.595,0.617,1,-4.238,0.31,0.0395,4.06e-06,0.619,0.464,159.83,"3BDpkLMkgrtrM3HckrVIXr",198107,4,2021-11-25
"1821","'Til You Can't","Cody Johnson",0.501,0.815,1,-4.865,0.0436,0.0513,0,0.106,0.46,160.087,"4k3lPl8YTKuY8c1HelVnm3",224213,4,2021-11-25
"1822","Got Me Like","Big Gigantic",0.609,0.847,7,-3.984,0.0514,0.0203,0.0461,0.375,0.418,147.966,"4JPG8zY4MKIrchfyFGOEPU",171892,4,2021-11-25
"1823","Go","$NOT",0.746,0.876,7,-4.672,0.132,0.269,0,0.36,0.667,145.026,"0cNAaZbkK61jCej9BP1NoJ",132640,4,2021-11-25
"1824","More Than This","Local Natives",0.683,0.593,6,-8.881,0.0424,0.535,0.155,0.0969,0.627,126.986,"2zhwY62MVZlWBVzgh210HV",211787,4,2021-11-25
"1825","Always Been You","Jessie Murph",0.655,0.572,3,-7.666,0.0535,0.646,1.81e-06,0.0774,0.403,137.12,"2zpZkOV7sD9C4Cv0cukoHV",131825,4,2021-11-25
"1826","I Don't Wanna Go To Heaven","Nate Smith",0.455,0.451,0,-7.544,0.0452,0.749,0,0.0776,0.27,104.662,"55lJN2gIzJM9SCfwzxAEjf",201294,4,2021-11-25
"1827","Losin Control, Pt. 2","Russ",0.844,0.382,1,-15.238,0.067,0.433,0.0122,0.109,0.0397,96.974,"4zwW37dGxyzT2VYK5gpbVU",238299,4,2021-11-25
"1828","By Your Side","Rod Wave",0.649,0.508,8,-10.232,0.0959,0.0345,3.59e-05,0.0736,0.405,157.975,"2AaJeBEq3WLcfFW1y8svDf",194051,4,2021-11-25
"1829","Empty Bottles (feat. MOD SUN)","Bryce Vine",0.58,0.771,11,-5.096,0.0506,0.0213,5.62e-05,0.0899,0.35,163.987,"2j9UWkSA9T4mUAXrcBi2Fr",156936,4,2021-11-25
"1830","Record Player (with AJR)","Daisy the Great",0.665,0.684,11,-7.049,0.106,0.247,0,0.0636,0.927,73.986,"4jYt1pQqg2mIZmY4FWCZEM",149538,4,2021-11-25
"1831","Your Heart","Joyner Lucas",0.861,0.637,6,-7.701,0.133,0.392,0,0.0929,0.754,87.006,"2DTpP3caqX3QdJIEoS83mD",198621,4,2021-11-25
"1832","One Mississippi","Kane Brown",0.471,0.846,0,-5.269,0.0389,0.00279,2.86e-06,0.145,0.539,100.089,"4FdPnT2cFrpWCmWZd7GXc3",213719,4,2021-11-25
"1833","God's Country","State of Mine",0.418,0.888,5,-3.594,0.0481,0.0033,0,0.0957,0.23,139.951,"0nnsBvdSmaGfphj44qiFRl",210857,4,2021-11-25
"1834","I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault)","Taylor Swift",0.391,0.715,0,-4.516,0.0495,0.167,0,0.183,0.473,149.654,"4CkgMiMqZ5JzW9iYXSTMTL",285107,3,2021-11-25
"1835","ROOF","DaBaby",0.892,0.577,2,-4.299,0.341,0.0121,0,0.243,0.64,145.935,"1zwvbkUqTozLnmIECvBfgs",94521,4,2021-11-25
"1836","Nothing's Impossible (feat. Chance The Rapper)","Dionne Warwick",0.691,0.496,5,-6.542,0.197,0.399,0,0.114,0.504,80.06,"1HL24HlhtGArbKYH9Xrs4x",159819,4,2021-11-25
"1837","Awaken (Feel Alive)","Big Wild",0.401,0.492,2,-6.489,0.0328,0.192,0,0.379,0.174,140.012,"1p6AQlMFpnH4hmhrSfoQ3k",180205,3,2021-11-25
"1838","Beers On Me","Dierks Bentley",0.59,0.846,4,-4.251,0.0396,0.182,0,0.53,0.733,146.028,"19ZzEzb4BVK1wVO4brrmZz",174681,4,2021-11-25
"1839","Miss You","SLANDER",0.392,0.472,1,-7.225,0.0481,0.0883,1.42e-06,0.0954,0.0526,74.473,"2lxoIZS8tpFwbiJyrDYguI",200000,4,2021-11-25
"1840","Fancy Like","Walker Hayes",0.649,0.76,1,-6.487,0.0574,0.114,0,0.317,0.843,80.018,"0lnpnsrVaW9elGgRxpDCgE",161853,4,2021-11-25
"1841","Blessed","Doc Dolla",0.724,0.791,7,-6.028,0.348,0.253,0,0.357,0.196,93.142,"1VOGuTQVMl2AkTsbDniDqf",231027,4,2021-11-25
"1842","Knife Talk (with 21 Savage ft. Project Pat)","Drake",0.849,0.424,5,-9.579,0.324,0.0635,0,0.0834,0.153,145.887,"2BcMwX1MPV6ZHP4tUT9uq6",242966,4,2021-11-25
"1843","Ambition For Cash","Key Glock",0.841,0.732,7,-5.186,0.19,0.0115,2.18e-05,0.136,0.576,149.012,"4mIHgQ3ofK2RK34UdbqMbe",143480,4,2021-11-25
"1844","family ties (with Kendrick Lamar)","Baby Keem",0.711,0.611,1,-5.453,0.33,0.00588,0,0.23,0.144,134.093,"3QFInJAm9eyaho5vBzxInN",252262,4,2021-11-25
"1845","Paralyzed","Sueco",0.588,0.856,0,-5.288,0.0648,0.00128,2.78e-06,0.109,0.359,150.008,"5svL1PkWw8hPEAOdTNLexy",163260,4,2021-11-25
"1846","If I Didn't Love You","Jason Aldean",0.456,0.679,1,-4.802,0.0324,0.176,0,0.103,0.483,184.075,"1WQ40xJSvgDmD9K7ckJwux",212030,4,2021-11-25
"1847","Promises - Paul Woolford & Diplo Remix","Diplo",0.51,0.876,5,-8.803,0.0582,0.00211,0.000679,0.321,0.527,128.028,"4y8Nz7cGO8DKSxA7rbDcdk",141847,4,2021-11-25
"1848","Buy Dirt","Jordan Davis",0.586,0.559,4,-6.725,0.05,0.639,0,0.0872,0.437,177.945,"69AIpwGNLxr4qS1X5ynx60",167480,4,2021-11-25
"1849","breadwinner","Kacey Musgraves",0.866,0.508,8,-8.591,0.058,0.769,8.35e-06,0.11,0.476,117.951,"2stbjvpFujerfDUuUUPX7o",200840,4,2021-11-25
"1850","Alive","Zeds Dead",0.618,0.758,8,-7.996,0.0336,0.0087,0.102,0.147,0.144,120.987,"5bFuHlXKw66Uu2cHKn5bf8",197389,4,2021-11-25
"1851","Wishful Drinking (with Sam Hunt)","Ingrid Andress",0.678,0.528,10,-7.317,0.0551,0.289,0,0.0734,0.614,79.018,"3HGnIIdHYIbkowzLk8UHbE",194545,4,2021-11-25
"1852","23","Sam Hunt",0.641,0.78,3,-5.138,0.0852,0.0206,0,0.143,0.693,98.004,"4PuAqZlL1tkidkuxfDlLbF",179720,4,2021-11-25
"1853","If I Was a Cowboy","Miranda Lambert",0.575,0.644,6,-5.68,0.0309,0.271,0,0.131,0.626,80.07,"6F7UOC6fPWOkPqybOWBHSv",195013,4,2021-11-25
"1854","Politically Incorrect (feat. Nems)","Chris Webby",0.804,0.799,7,-7.157,0.247,0.131,0,0.0787,0.6,95.96,"3MuMWc9NFdRRsnzaeejzqm",203835,4,2021-11-25
"1855","I Smoke Weed (feat. Ashland Craft & Brothers Osborne)","HARDY",0.649,0.675,0,-6.119,0.0313,0.00754,0,0.7,0.606,137.954,"6gSgXKY7p3KE8VlcipZeRX",259727,4,2021-11-25
"1856","Bad Man (Smooth Criminal)","Polo G",0.882,0.662,0,-6.382,0.242,0.0124,0,0.106,0.57,120.034,"6RfhBNU1FPWTG7VESlfgOl",106000,4,2021-11-25
"1857","Grow Together","Greensky Bluegrass",0.471,0.538,4,-11.978,0.0285,0.223,0.461,0.111,0.45,122.104,"7idNyQ5OqevE4Z1d7I2YSH",420124,4,2021-11-25
"1858","Take Control (with Alborosie and Bobby Lee of SOJA) - Ganja White Night Remix","Iya Terra",0.427,0.774,0,-5.969,0.306,0.57,0,0.176,0.415,71.718,"0sJEsmDefLvVJmZgAgIMfe",207583,4,2021-11-25
"1859","I AM WOMAN","Emmy Meli",0.646,0.471,10,-9.247,0.157,0.122,0,0.125,0.455,170.084,"3nOz1U41SZZ0N3fuUWr9nb",232813,4,2021-11-25
"1860","Fire Dance","Mersiv",0.487,0.925,11,-3.755,0.306,0.00604,1.05e-06,0.414,0.5,140.149,"3IICGfnISboAKaSudbZqPk",158036,4,2021-11-25
"1861","Charmander","Aminé",0.708,0.552,10,-7.101,0.0714,0.542,0.00377,0.175,0.596,87.195,"4Aocy7YAyOYf5YHj18Vfj3",131884,4,2021-11-25
"1862","Nirvana RIP - Remix","Dj Copywrite",0.517,0.838,2,-8.854,0.0564,0.00174,0.354,0.106,0.0966,127.494,"3pgQ0zZJMpz64TBv61RVsO",360000,4,2021-11-25
"1863","Jumpin (feat. Polo G)","NLE Choppa",0.826,0.616,2,-5.479,0.328,0.241,0,0.287,0.612,127.925,"1z7LV5wkExwW8YJk0IrPUA",181199,4,2021-11-25
"1864","Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","Nardo Wick",0.739,0.74,5,-5.86,0.333,0.0045,0,0.161,0.488,75.575,"4yNoUQkYf1QF8iYlEzNynH",279853,4,2021-11-25
"1865","2gether","Mura Masa",0.768,0.374,1,-5.552,0.0586,0.455,0.000226,0.245,0.229,91.903,"4dzBqc5t2GWJKpGqUoTbrU",191075,4,2021-11-25
"1866","The Best Is Yet To Come - A Song For The New Year","Ben Rector",0.554,0.242,0,-8.378,0.0438,0.864,1.09e-06,0.145,0.326,134.181,"700BSt1v8IerFK91QUaSF4",235933,3,2021-11-25
"1867","WISS","Mike Dimes",0.695,0.75,2,-5.96,0.149,0.0234,0,0.103,0.26,115.045,"2GDdasGKNUvjF0qZwzNrPv",159130,4,2021-11-25
"1868","Super Gremlin","Kodak Black",0.825,0.414,2,-6.634,0.144,0.00265,0,0.357,0.106,72.993,"4A8cWXxKfIL3lAyUDzXbCF",200548,4,2021-11-25
"1869","SUB ZERO","Just A Gent",0.795,0.902,11,-5.85,0.101,0.0479,0.662,0.271,0.15,130.023,"72VyFG8WRK6CeV3ToXccOm",194050,4,2021-11-25
"1870","Never Look Back - 717 Tapes","Warren Zeiders",0.517,0.551,11,-6.493,0.034,0.712,2.76e-05,0.139,0.463,160.25,"6FCQRQE8a8rK7vr3QooIny",171298,4,2021-11-25
"1871","Nadie Va A Pensar En Ti Mejor Que Yo","Conjunto Rienda Real",0.77,0.695,2,-5.553,0.0341,0.192,7.03e-05,0.226,0.76,119.86,"30eHHpkjMNqb2F0V8nXjbJ",172018,4,2021-11-25
"1872","Stop Draggin' Your Boots","Danielle Bradbery",0.463,0.76,2,-5.958,0.11,0.0379,0,0.115,0.65,123.899,"0ODaBMQ3tbTefbmbMWTwdT",164347,4,2021-11-25
"1873","Big Subwoofer (feat. Snoop Dogg, Ice Cube, E-40 & Too $hort ) - Single Version","MOUNT WESTMORE",0.92,0.549,11,-5.912,0.257,0.0262,3.1e-06,0.196,0.709,90.004,"5GPm7PsMQwceQvfYlGXcCt",241587,4,2021-11-25
"1874","Bubbly (with Drake & Travis Scott)","Young Thug",0.91,0.585,11,-7.572,0.257,0.0536,0,0.127,0.599,129.011,"4KDNRh9Oor80z3XIxdWlui",165067,4,2021-11-25
"1875","Already Dead","Juice WRLD",0.74,0.501,1,-6.339,0.0592,0.019,0,0.114,0.119,83.5,"7qM1BWAsZMTYh4BcYLb0uQ",231011,4,2021-11-25
"1876","RIP Young","Isaiah Rashad",0.971,0.677,2,-6.895,0.092,0.0476,2.22e-05,0.112,0.58,120.027,"6BiCjPFN5rM9JPy5eP5mCs",158051,4,2021-11-25
"1877","1 Last Cigarette","The Band CAMINO",0.578,0.952,0,-3.622,0.0567,0.00566,0.000249,0.189,0.686,140.097,"1nonPxrZoz42XGsKtLo3mg",185832,4,2021-11-25
"1878","Megan's Piano","Megan Thee Stallion",0.953,0.621,11,-7.565,0.154,0.00799,4.87e-06,0.307,0.378,132.063,"4HyVMzg0sUQsdOxRvSO8Ka",113430,4,2021-11-25
"1879","Story Of My Life (feat. Trippie Redd) - Heavy Edit","ILLENIUM",0.537,0.884,0,-4.088,0.0428,0.0121,1.71e-06,0.113,0.397,97.024,"7vBwenmGPD2h0DSbljoZym",240609,4,2021-11-25
"1880","Can't Complain (feat. Reaper)","42 Dugg",0.802,0.412,2,-9.791,0.48,0.00429,0,0.139,0.229,135.044,"1eM4fra8uJEPwnuqleb0Xd",155776,4,2021-11-25
"1881","Vámonos a Marte","Los Pescadores Del Rio Conchos",0.75,0.728,0,-4.281,0.0334,0.529,0,0.268,0.792,107.949,"6938ta8fOtvfFr54WCAy2C",191852,5,2021-11-25
"1882","Treat You Right","Prof",0.859,0.575,2,-8.042,0.294,0.158,0,0.174,0.643,100.012,"1FFsglwdgas5NKXkGioEcF",204000,4,2021-11-25
"1883","GodLovesUgly - Remix","Atmosphere",0.679,0.861,9,-5.189,0.214,0.307,0.723,0.103,0.536,94.985,"76xfSfbw0byLqMHykJyPru",184421,4,2021-11-25
"1884","POTIONS","LSDREAM",0.753,0.708,2,-5.668,0.0346,0.00108,0.0392,0.195,0.0668,129.991,"1LCFPiP7R6toCsO3AYAWBj",254835,4,2021-11-25
"1885","Está Dañada","Ivan Cornejo",0.405,0.565,1,-9.266,0.0372,0.38,0.0195,0.107,0.166,159.892,"6G2xXQRSZlEzYsUEb3uvuR",214149,3,2021-11-25
"1886","Poke It Out (feat. J. Cole)","Wale",0.778,0.934,9,-3.488,0.321,0.184,0,0.123,0.803,98.97,"0wi5NYT0upjIHOG4FWSqdH",183333,4,2021-11-25
"1887","Hot (feat. Moneybagg Yo)","Meek Mill",0.773,0.623,2,-5.267,0.196,0.00194,0,0.133,0.13,153.1,"5qyZ6LcHvBiIHLaoED8K4g",150527,4,2021-11-25
"1888","Los Mire Con Talento","Fuerza Regida",0.54,0.549,2,-6.612,0.293,0.394,0,0.103,0.628,184.414,"1trAoZKkvVjuuQpUzTI6KV",163000,3,2021-11-25
"1889","Take My Name","Parmalee",0.559,0.66,7,-4.143,0.0512,0.222,0,0.193,0.574,163.957,"2afB4eV1KWBqLqFqME6PTh",157907,4,2021-11-25
"1890","Come Over (Again)","Crawlers",0.498,0.713,2,-7.738,0.0278,0.00393,0,0.0675,0.235,93.018,"4PDJDIdWxNN1AlnbrKkoPf",254419,4,2021-11-25
"1891","Wasted On You","Morgan Wallen",0.505,0.657,11,-5.24,0.0318,0.373,0.00107,0.126,0.252,196,"3cBsEDNhFI9E82vPj3kvi3",178520,3,2021-11-25
"1892","Sam","Sturgill Simpson",0.713,0.185,0,-11.256,0.0974,0.97,0,0.166,0.645,100.997,"1kKDVYavcoEH5N6R6ezM6T",72976,4,2021-11-25
"1893","Que Paso","Officialalex425",0.57,0.583,2,-7.214,0.0484,0.238,0.00231,0.108,0.587,179.972,"42FkXinFSP5oxSqnt241ek",231391,3,2021-11-25
"1894","Thinking 'Bout You (feat. MacKenzie Porter)","Dustin Lynch",0.403,0.711,8,-4.189,0.0569,0.137,0,0.109,0.801,203.803,"7DhvNzyMM8jJWcfykG3psB",170560,4,2021-11-25
"1895","Can I Get It","Adele",0.703,0.68,9,-6.118,0.0431,0.0171,0,0.178,0.536,97.985,"6w8ZPYdnGajyfPddTWdthN",210384,4,2021-11-25
"1896","At the End of a Bar","Chris Young",0.494,0.782,3,-4.228,0.0409,0.0443,0,0.0921,0.44,75.932,"2NYOqKy4VX6dqVtzrv1Cx9",186373,4,2021-11-25
"1897","Rocc Climbing (feat. Lil Yachty)","Remble",0.832,0.656,4,-7.492,0.375,0.316,2.13e-06,0.108,0.562,100.032,"5bBzkJE9BqYTL27webAUCw",175878,4,2021-11-25
"1898","Calling All Angels (with Quinn XCII)","Chelsea Cutler",0.893,0.391,7,-9.046,0.0512,0.234,0,0.138,0.358,91.035,"18ogPzQRSl9oUcYUS35g7D",184947,4,2021-11-25
"1899","Better Days (NEIKED x Mae Muller x Polo G)","NEIKED",0.717,0.671,0,-5.077,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,"6f5ExP43esnvdKPddwKXJH",160657,4,2021-11-25
"1900","Black Illuminati (feat. Jadakiss)","Freddie Gibbs",0.636,0.583,9,-5.115,0.426,0.0531,0,0.364,0.282,180.939,"3HicZmZQqn09gi8xG7v9iZ",229333,4,2021-11-25
"1901","Griztronics II (Another Level)","GRiZ",0.579,0.978,0,0.352,0.211,0.0205,0.00829,0.326,0.58,145.054,"2il9NDpW87Hk2L9AjeDf8r",165517,4,2021-11-18
"1902","Vortex","Rezz",0.707,0.756,0,-3.928,0.0426,0.00083,0.843,0.137,0.129,94.946,"7xPSA2vZJgBfVAjK0Ae6Q5",282947,4,2021-11-18
"1903","Alone - Live at Red Rocks","Trampled by Turtles",0.285,0.726,0,-4.831,0.0329,0.098,0.123,0.749,0.162,135.128,"7uAbivUwot0JcdMoZeMpK5",278465,4,2021-11-18
"1904","Siendo Sincero","Los Del Limit",0.505,0.335,3,-10.027,0.0359,0.693,1.4e-05,0.117,0.645,165.431,"6HgiRuV6ITWQBGsJ1HDjz1",174000,3,2021-11-18
"1905","Hi Hi No Show","The String Cheese Incident",0.587,0.876,7,-7.14,0.0331,0.00654,0.488,0.149,0.726,125.979,"0zvXhdLDWn7zBqKeUqB88N",389053,4,2021-11-18
"1906","i hope ur miserable until ur dead - Zeds Dead Remix","Nessa Barrett",0.493,0.834,2,-7.062,0.136,0.0053,0.000125,0.428,0.24,140.003,"6Ld4LUwUqWcMOwX6ka7mv5",202282,4,2021-11-18
"1907","Back Around","Late Night Radio",0.684,0.815,1,-5.946,0.0357,0.0517,0.00858,0.319,0.457,89.996,"36FtNatB8RHpJ0EDqI47Mj",200031,4,2021-11-18
"1908","What Have You Done To Me?","Lane 8",0.453,0.474,1,-11.444,0.0385,0.0227,0.336,0.208,0.0658,126.982,"6Y1i876TjV3Gmf9eUIs8Fw",286187,4,2021-11-18
"1909","A.M. RADIO","The Lumineers",0.469,0.562,1,-6.402,0.0343,0.568,0.000135,0.123,0.483,138.197,"0szIXYe2JiSuNHLWkh5cAP",237320,4,2021-11-18
"1910","Take Control (with Alborosie and Bobby Lee of SOJA) - Ganja White Night Remix","Iya Terra",0.427,0.774,0,-5.969,0.306,0.57,0,0.176,0.415,71.718,"0sJEsmDefLvVJmZgAgIMfe",207583,4,2021-11-18
"1911","Windhorse","Of The Trees",0.347,0.352,6,-10.401,0.1,0.296,0.839,0.139,0.207,75.306,"6tTDDMmEJpyA97VNYQjjeP",234244,3,2021-11-18
"1912","Empty Bottles (feat. MOD SUN)","Bryce Vine",0.58,0.771,11,-5.096,0.0506,0.0213,5.62e-05,0.0899,0.35,163.987,"2j9UWkSA9T4mUAXrcBi2Fr",156936,4,2021-11-18
"1913","Never Say Never (with Lainey Wilson)","Cole Swindell",0.472,0.937,0,-4.028,0.0567,0.00717,0,0.11,0.454,140.073,"03kCiUPjdAV9ur9ugm8PQT",176147,4,2021-11-18
"1914","Fix You","Kacey Musgraves",0.524,0.303,3,-8.879,0.0308,0.871,4.84e-06,0.0922,0.183,143.075,"0vzv4fNNHbkVCTVGQwxxGw",141160,4,2021-11-18
"1915","Treat You Right","Prof",0.859,0.575,2,-8.042,0.294,0.158,0,0.174,0.643,100.012,"1FFsglwdgas5NKXkGioEcF",204000,4,2021-11-18
"1916","Just A Dream","Kaivon",0.448,0.748,1,-2.567,0.0416,0.0328,0.00295,0.204,0.155,144.778,"0FpXOnJP3OtKU5zGKUtrdu",168828,4,2021-11-18
"1917","Know It All","Billy Strings",0.576,0.762,0,-6.518,0.0317,0.419,0.000205,0.317,0.716,126.848,"687SHqnUp3yGfGiuwgE2WG",205440,4,2021-11-18
"1918","Losin Control, Pt. 2","Russ",0.844,0.382,1,-15.238,0.067,0.433,0.0122,0.109,0.0397,96.974,"4zwW37dGxyzT2VYK5gpbVU",238299,4,2021-11-18
"1919","Doin' This","Luke Combs",0.593,0.552,1,-5.838,0.028,0.18,1.71e-05,0.11,0.39,115,"4GyD3o5hWoyCuYpdlzZlRL",254181,4,2021-11-18
"1920","POTIONS","LSDREAM",0.753,0.708,2,-5.668,0.0346,0.00108,0.0392,0.195,0.0668,129.991,"1LCFPiP7R6toCsO3AYAWBj",254835,4,2021-11-18
"1921","Dear God (feat. Kevin Gates)","FL Dusa",0.673,0.748,7,-6.1,0.365,0.255,0,0.236,0.716,139.667,"1oPdIqXhjswpTnA5PPQs0K",181714,4,2021-11-18
"1922","Ugliest","$uicideboy$",0.752,0.55,5,-7.166,0.362,0.172,0.0148,0.14,0.405,174.073,"2Q9nA56DKKJhj4cHMbHlAS",178131,4,2021-11-18
"1923","Mean It","Manila Killa",0.664,0.548,4,-8.684,0.0421,0.315,0.837,0.172,0.228,127.014,"5hlxswETS4FB4oCg6g7JHk",218729,4,2021-11-18
"1924","Black Illuminati (feat. Jadakiss)","Freddie Gibbs",0.636,0.583,9,-5.115,0.426,0.0531,0,0.364,0.282,180.939,"3HicZmZQqn09gi8xG7v9iZ",229333,4,2021-11-18
"1925","Geordan Favors (feat. Deante' Hitchcock)","Isaiah Rashad",0.906,0.402,2,-7.128,0.419,0.0768,0,0.129,0.592,143.077,"3VI1Raz5Z7HivJBuGeJMrq",193007,4,2021-11-18
"1926","I AM WOMAN","Emmy Meli",0.646,0.471,10,-9.247,0.157,0.122,0,0.125,0.455,170.084,"3nOz1U41SZZ0N3fuUWr9nb",232813,4,2021-11-18
"1927","Slow Down Summer","Thomas Rhett",0.464,0.755,4,-5.707,0.0354,0.00838,0,0.0989,0.449,155.973,"1fff5nZGyRJtFLkOrSSwOU",216764,4,2021-11-18
"1928","I Don't Wanna Leave - Innellea Remix","RÜFÜS DU SOL",0.414,0.626,7,-6.728,0.0347,0.0274,0.187,0.0908,0.0569,121.979,"4MdhJw0k22Qmfg5KPKbVXQ",383293,4,2021-11-18
"1929","Big Energy","Latto",0.935,0.807,11,-3.838,0.114,0.0514,0,0.349,0.813,106.017,"6Zu3aw7FfjAF9WA0fA81Oq",173182,4,2021-11-18
"1930","Face Down In The Moment","Nathaniel Rateliff & The Night Sweats",0.52,0.591,6,-3.225,0.0301,0.353,0.00412,0.102,0.359,151.089,"5yTpyXVKcB20zOGXU1ffgf",279187,4,2021-11-18
"1931","t r a n s p a r e n t s o u l feat. Kid Cudi & Travis Barker - Remix","WILLOW",0.43,0.689,11,-5.629,0.0491,0.0246,0,0.214,0.29,89.827,"7eCEFon46sdQ93C9Bn1A1U",199241,4,2021-11-18
"1932","Mariscos","Tipper",0.708,0.701,10,-6.735,0.0426,0.063,0.897,0.134,0.357,143.988,"386nyrRYmqrl9UVFgtTpdJ",202106,4,2021-11-18
"1933","Out of Order","Just A Gent",0.723,0.539,10,-7.265,0.224,0.0521,0.67,0.109,0.218,145.78,"4WVQXOAV6OzmI475ZMpbSa",171885,3,2021-11-18
"1934","I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault)","Taylor Swift",0.391,0.715,0,-4.516,0.0495,0.167,0,0.183,0.473,149.654,"4CkgMiMqZ5JzW9iYXSTMTL",285107,3,2021-11-18
"1935","Diablo","Mac Miller",0.595,0.617,1,-4.238,0.31,0.0395,4.06e-06,0.619,0.464,159.83,"3BDpkLMkgrtrM3HckrVIXr",198107,4,2021-11-18
"1936","So Ready","Goose",0.804,0.744,4,-6.788,0.0421,0.0869,0.00201,0.263,0.513,110.989,"25E0NplymmNzThARrLIZqq",275339,4,2021-11-18
"1937","'Til You Can't","Cody Johnson",0.501,0.815,1,-4.865,0.0436,0.0513,0,0.106,0.46,160.087,"4k3lPl8YTKuY8c1HelVnm3",224213,4,2021-11-18
